Key,Translation
"STATUS_HEALING_LEAF_DESCRIPTION",Characters with Healing Leaf regain some health at the start of each turn.
"STATUS_HEALING_STEAM_NAME",Healing Steam
"STATUS_HEALING_STEAM_DESCRIPTION",Characters with Healing Steam regain some health at the start of each turn.
"STATUS_HIBERNATING_NAME",Hibernating
"STATUS_HIBERNATING_DESCRIPTION",Hibernating characters heal each turn that they’re asleep.
"STATUS_INFLATED_NAME",Inflated
"STATUS_INFLATED_DESCRIPTION",Inflated characters have increased Attack and Defence stats, but significantly reduced Evasion.
"STATUS_INTERCEPTING_NAME",Intercepting
"STATUS_INTERCEPTING_DESCRIPTION",Characters with Intercepting intercept all attacks directed at their allies.
"STATUS_LEECHED_NAME",Leeched
"STATUS_LEECHED_DESCRIPTION",Leeched characters take damage at the end of their turn. Opponents are healed by the amount of health taken off.
"STATUS_LOCKED_ON_NAME",Locked On
"STATUS_LOCKED_ON_DESCRIPTION",Characters with Locked On cannot miss.
"STATUS_MEDITATING_NAME",Meditating
"STATUS_MEDITATING_DESCRIPTION",Meditating characters raise their stats each turn that they’re asleep.
"STATUS_MIND_MELD_NAME",Mind-Meld
"STATUS_MIND_MELD_DESCRIPTION",Characters with Mind-Meld share their moves with allies.
"STATUS_MULTISTRIKE_NAME",Multistrike
"STATUS_MULTISTRIKE_DESCRIPTION",Characters with Multistrike will use each move twice if they have enough AP for it.
"STATUS_MULTITARGET_NAME",Multitarget
"STATUS_MULTITARGET_DESCRIPTION",Attacks from characters with Multitarget target the whole team.
"STATUS_PARRY_STANCE_NAME",Parry Stance
"STATUS_PARRY_STANCE_DESCRIPTION",Characters with Parry Stance reflect damage from the next melee attack they receive back onto the attacker.
"STATUS_PETRIFIED_NAME",Petrified
"STATUS_PETRIFIED_DESCRIPTION",Petrified characters become Earth type and can only use Defend and Raise Shields.
"STATUS_POISONED_NAME",Poisoned
"STATUS_POISONED_DESCRIPTION",Poisoned characters take damage at the end of their turn.
"STATUS_RECORDED_NAME",Recorded
"STATUS_RESONANCE_NAME",Resonance
"STATUS_RESONANCE_DESCRIPTION",Each time Resonance is inflicted on a character it adds to a counter. When the counter reaches 3, the character is shaken apart and instantly defeated.
"STATUS_RESURRECTED_NAME",Resurrected
"STATUS_RESURRECTED_DESCRIPTION",Resurrected characters can no longer be brought back by effects such as Ritual.
"STATUS_SHRAPNEL_NAME",Shrapnel
"STATUS_SHRAPNEL_DESCRIPTION",Characters with Shrapnel take damage each time they transform.
"STATUS_SLEEP_NAME",Sleep
"STATUS_SLEEP_DESCRIPTION",Sleeping characters can’t use the moves they normally have.
"STATUS_SLEEP_TOAST_REMOVED",WOKE UP
"BATTLE_FAILED_SLEEP",Asleep!
"STATUS_SNOWED_IN_NAME",Snowed In
"STATUS_SNOWED_IN_DESCRIPTION",Snowed In characters are stuck in place and cannot use melee attacks.
"STATUS_SNOWED_IN_EFFECT",Snow day!
"STATUS_SPRING_LOADED_NAME",Spring-Loaded
"STATUS_SPRING_LOADED_DESCRIPTION",Spring-Loaded extends the range of a character’s melee attacks, turning them into ranged attacks.
"STATUS_WINDOW_NAME",Window
"STATUS_WINDOW_DESCRIPTION",Walls owned by characters with the Window status no longer block ranged attacks.
"STATUS_STAT_ACCURACY_DOWN_NAME",Accuracy Down
"STATUS_STAT_ACCURACY_UP_NAME",Accuracy Up
"STATUS_STAT_DOUBLE_SPEED_NAME",Double Speed
"STATUS_STAT_EVASION_DOWN_NAME",Evasion Down
"STATUS_STAT_EVASION_NULLIFIED_NAME",Evasion Nullified
"STATUS_STAT_EVASION_NULLIFIED_DESCRIPTION",Characters inflicted with Evasion Nullified have their Evasion stat reduced to 1%.
"STATUS_STAT_EVASION_UP_NAME",Evasion Up
"STATUS_STAT_MATK_DOWN_NAME",Melee Attack Down
"STATUS_STAT_MATK_UP_NAME",Melee Attack Up
"STATUS_STAT_MDEF_DOWN_NAME",Melee Defence Down
"STATUS_STAT_MDEF_UP_NAME",Melee Defence Up
"STATUS_STAT_RATK_DOWN_NAME",Ranged Attack Down
"STATUS_STAT_RATK_UP_NAME",Ranged Attack Up
"STATUS_STAT_RDEF_DOWN_NAME",Ranged Defence Down
"STATUS_STAT_RDEF_UP_NAME",Ranged Defence Up
"STATUS_STAT_SPEED_DOWN_NAME",Speed Down
"STATUS_STAT_SPEED_UP_NAME",Speed Up
"STATUS_SUMMONED_NAME",Summoned
"STATUS_SUMMONED_DESCRIPTION",Summoned characters are called away from combat after a certain number of turns.
"STATUS_SUMMONED_NAME_MODIFIER",STATUS_SUMMONED_NAME_MODIFIER
"STATUS_TAPE_JAM_NAME",Tape Jam
"STATUS_TAPE_JAM_DESCRIPTION",Characters inflicted with Tape Jam are prevented from switching out their current tape until either Tape Jam is removed, or their tape breaks.
"STATUS_TOWER_DEFENSE_NAME",Tower Defence
"STATUS_TOWER_DEFENSE_DESCRIPTION",Characters with Tower Defence become Earth-type and have raised defence stats.
"STATUS_UNDYING_NAME",Ritual
"STATUS_UNDYING_DESCRIPTION",Characters with Ritual are brought back at 25% health when defeated.
"STATUS_UNITARGET_NAME",Unitarget
"STATUS_UNITARGET_DESCRIPTION",Attacks from characters with Unitarget that normally target a whole team only affect a single target, and attacks that are normally single-target have reduced accuracy.
"STATUS_WALL_DESCRIPTION",Walls absorb a certain number of incoming hits. Type-advantaged attacks immediately break walls.
"STATUS_GEMSTONE_WALL_DESCRIPTION",Walls absorb a certain number of incoming hits. Type-advantaged attacks immediately break walls. In addition to standard Wall behavior, Gemstone Wall provides its owner with 1 extra AP each turn.
"STATUS_TEMPTATION_TAKE_APPLE",STATUS_TEMPTATION_TAKE_APPLE
"CLUE_WEST",To the west your wings must fly, to the place only I have known
"CLUE_SOUTH",Venture there and head southbound, where your wayward paths shall meet
"CLUE_BIOME_BLOSSOM",Where cherry blossoms fall to the ground, where grass is pale beneath your feet
"CLUE_NORTH",Venture there and head northbound, where your wayward paths shall meet
"CLUE_BIOME_MOUNTAIN",A place that stands tall from the ground, where snow lies crisp beneath your feet
"CLUE_BIOME_MARSH",A place where lost men have been drowned, where mud lies thick beneath your feet
"CLUE_BIOME_PLAINS",Where trees and dirt paths can be found, where grass is fresh beneath your feet
"CLUE_BIOME_WOODS",Where towering trees spring from the ground, and dark grass bows beneath your feet
"CLUE_EAST",To the east your wings must fly, to the place only I have known
"CLUE_BIOME_ARID",A place where ruins can be found, where grass lies dead beneath your feet
"CLUE_BIOME_AUTUMN",Where auburn trees spring from the ground, their dead leaves crisp under your feet
"WEATHER_AUTUMN_LEAF_WIND",WEATHER_AUTUMN_LEAF_WIND
"WEATHER_AUTUMN_LEAF_WIND_STRONG",WEATHER_AUTUMN_LEAF_WIND_STRONG
"WEATHER_CHERRY_BLOSSOM_WIND",WEATHER_CHERRY_BLOSSOM_WIND
"WEATHER_FOREST_LEAF_WIND_STRONG",WEATHER_FOREST_LEAF_WIND_STRONG
"WEATHER_CLOUDY",WEATHER_CLOUDY
"WEATHER_DEFAULT",WEATHER_DEFAULT
"WEATHER_FOG",WEATHER_FOG
"WEATHER_FOREST_LEAF_WIND",WEATHER_FOREST_LEAF_WIND
"WEATHER_POLLEN",WEATHER_POLLEN
"WEATHER_POLLEN_HEAVY",WEATHER_POLLEN_HEAVY
"WEATHER_RAIN",WEATHER_RAIN
"WEATHER_RAIN_HEAVY",WEATHER_RAIN_HEAVY
"WEATHER_SNOW",WEATHER_SNOW
"WEATHER_SNOW_HEAVY",WEATHER_SNOW_HEAVY
"WEATHER_SUN",WEATHER_SUN
"WEATHER_WIND",WEATHER_WIND
"WEATHER_WIND_STRONG",WEATHER_WIND_STRONG
"WEATHER_WIND_STRONG_CLOUDY",WEATHER_WIND_STRONG_CLOUDY
"UI_CHEATS_ENABLED",Cheat Console Enabled
"ONLINE_REQUEST_WAITING_FOR_REMOTE",ONLINE_REQUEST_WAITING_FOR_REMOTE
"NOTIFICATION_ACHIEVEMENT",Achievement Unlocked
"UI_BATTLE_FUSION_METER",-Fusion-
"UI_SAVING",Saving...
"UI_LOADING",Loading...
"TUTORIAL_RUMORS_DESCRIPTION1",The island of New Wirral is yours to explore as you please. If you’re looking for a suggested location to head to next, you can always head to Harbourtown and ask around for rumours.

The people of Harbourtown love to trade intel! Investigating the locations given in rumours will usually lead to progress in your quests, as well as help you discover new monsters.
"LOADING_SCREEN_NAG2_TITLE",Rumour heard in Harbourtown:
"LOADING_SCREEN_NAG2_FOOTER",Check your [color=#ab75e8]Quest Log[/color] for more details.
"RESET",RESET
"TEST_CRT",TEST_CRT
"UI_BUTTON_BACK",Back
"UI_BESTIARY_SEEN_COUNT",Seen: {num} / {total}
"UI_BESTIARY_RECORDED_COUNT",Recorded: {num} / {total}
"UI_BESTIARY_COMPLETION_PERCENT",{percent}%
"UI_BESTIARY_SORT_BY_NAME",Sort by Name
"UI_BESTIARY_INFO_TAB_BIO",Bio {n}
"UI_BESTIARY_INFO_TAB_BOOTLEGS",Bootlegs: {num} / {total}
"UI_BESTIARY_INFO_NO_DATA",No additional data.
"UI_BESTIARY_INFO_TAB_LOCATION",Location
"UI_BESTIARY_INFO_LOCATION_UNKNOWN",Habitat unknown.
"UI_BESTIARY_INFO_LOCATION_BUTTON_PROMPT",View on Map
"UI_BESTIARY_INFO_TAB_STATS",Stats
"UI_BESTIARY_INFO_STATS_ENCOUNTERED",Encountered:
"UI_BESTIARY_INFO_STATS_RECORDED",Recorded:
"UI_BESTIARY_INFO_STATS_DEFEATED",Defeated:
"UI_BESTIARY_INFO_TAB_NUM",{tab} / {count}
"BATTLE_TITLE_ARCHANGEL",Archangel
"POPPETOX",POPPETOX
"UI_BATTLE_ARCHANGEL_SCROLLING_TEXT",HEADSTRONG COMING BACK AT YOU TWICE AS GREATER THAN YOU HAD THOUGHT AND I KNOW THE FEELING THAT YOU GET WHEN YOU'RE NEVER NOT QUITE ALONE AND I TOLD YOU TO TAKE NO FURTHER STEPS THAN YOU HAVE TOWARDS ME YOU'LL SEE IT'S THE SAME OLD STORY 
"TITLE",TITLE
"SUBTITLE",SUBTITLE
"UI_CAMPING_REST",Rest
"UI_PAUSE_PARTY_BTN",Party
"UI_TAPE_COLLECTION",Tape Storage
"UI_PAUSE_INVENTORY_BTN",Inventory
"UI_BUTTON_EXIT",Exit
"CHOOSE_STARTER_OPTION1",Spooky
"CHOOSE_STARTER_TITLE",What’s your aesthetic?
"UI_EVOLUTION_TITLE",Remaster
"UI_EVOLUTION_SUBTITLE",Evolve your monster forms
"UI_BUTTON_CLOSE",Close
"UI_EVOLUTION_BUTTON",Remaster
"9999",9999
"UI_EXCHANGE_RESOURCES",Your Resources
"ITEM_OWNED_AMOUNT",ITEM_OWNED_AMOUNT
"ITEM_EXCHANGE_INVENTORY_FULL",Can’t carry more of this.
"EXCHANGE_REQUIRE_CAPTAINS",Train with {amount} more Captain(s) to unlock!
"UI_EXCHANGE",Trade
"UI_EXCHANGE_PRICE",Price
"ITEM_TRADE_BUY",Buy
"BATTLE_EXP_POINTS",Your team gained {0} experience points!
"ITEM_RECYCLE_ALL",Recycle All for {icon} {amount}
"UI_INVENTORY_SORT",Sort
"ITEM_DISCARD_MODE_RECYCLE",Recycle
"INVENTORY_EMPTY",Empty.
"UI_JOYPAD_JOIN_PROMPT_TEXT",Local Multiplayer Drop In / Out
"UI_JOYPAD_SELECT_TITLE_DISCONNECTED_SUBTITLE",Please reconnect your controller.
"UI_BUTTON_CONTINUE",Continue
"PLAYER_NAME",PLAYER_NAME
"LOOT_HEADING_DROPPED",Dropped
"LOOT_TITLE",Obtained
"LOOT_ITEM_EQUIP_BUTTON",Equip
"UI_PAUSE_MAP_BTN",Map
"UI_PAUSE_QUEST_LOG_BTN",Quest Log
"UI_PAUSE_BESTIARY_BTN",Bestiary
"UI_SETTINGS",Settings
"UI_PAUSE_SAVE_BTN",Save
"UI_PAUSE_QUIT_BTN",Quit
"UI_PAUSE_ONLINE_BTN_0",UI_PAUSE_ONLINE_BTN_0
"UI_PAUSE_ONLINE_BTN_1",UI_PAUSE_ONLINE_BTN_1
"ONLINE_REQUEST_UI_BATTLE_RULES",ONLINE_REQUEST_UI_BATTLE_RULES
"UI_NEW_GAME_MODES_PERMADEATH_TAPES_HINT",If on: tapes cannot be repaired. Running out of tapes is game over.
"ONLINE_REQUEST_UI_BATTLE_RULES_LEVEL",ONLINE_REQUEST_UI_BATTLE_RULES_LEVEL
"ONLINE_REQUEST_UI_BATTLE_RULES_LEVEL_UNRESTRICTED",ONLINE_REQUEST_UI_BATTLE_RULES_LEVEL_UNRESTRICTED
"UI_NEW_GAME_MODES_PERMADEATH_DEFEAT_HINT",UI_NEW_GAME_MODES_PERMADEATH_DEFEAT_HINT
"ONLINE_REQUEST_UI_BATTLE_RULES_ATTRIBUTES",ONLINE_REQUEST_UI_BATTLE_RULES_ATTRIBUTES
"ONLINE_REQUEST_UI_BATTLE_RULES_ATTRIBUTES_OFF",ONLINE_REQUEST_UI_BATTLE_RULES_ATTRIBUTES_OFF
"UI_NEW_GAME_MODES_RANDOMISE_MONSTERS_HINT",If on: the monsters available in each habitat, as well as starter and partner tapes, are randomised.
"ONLINE_REQUEST_UI_BATTLE_RULES_REL_LEVEL",ONLINE_REQUEST_UI_BATTLE_RULES_REL_LEVEL
"ONLINE_REQUEST_UI_BATTLE_RULES_REL_LEVEL_0",ONLINE_REQUEST_UI_BATTLE_RULES_REL_LEVEL_0
"UI_BUTTON_SUBMIT",Submit
"INVITECODE",INVITECODE
"ONLINE_SHOW_INVITE_CODE_COPIED",ONLINE_SHOW_INVITE_CODE_COPIED
"ONLINE_SHOW_INVITE_CODE_CROSSPLAY_DISABLED",ONLINE_SHOW_INVITE_CODE_CROSSPLAY_DISABLED
"ONLINE_PLAYER_STATUS_OFFLINE",ONLINE_PLAYER_STATUS_OFFLINE
"ONLINE_PLAYER_MENU_MAP",ONLINE_PLAYER_MENU_MAP
"ONLINE_PLAYER_MENU_TRADE",ONLINE_PLAYER_MENU_TRADE
"ONLINE_PLAYER_MENU_BATTLE",ONLINE_PLAYER_MENU_BATTLE
"ONLINE_REQUEST_UI_TITLE",ONLINE_REQUEST_UI_TITLE
"ONLINE_REQUEST_UI_BATTLE_RULES_LEVEL_NORM",ONLINE_REQUEST_UI_BATTLE_RULES_LEVEL_NORM
"ONLINE_REQUEST_UI_BATTLE_RULES_REL_LEVEL_2",ONLINE_REQUEST_UI_BATTLE_RULES_REL_LEVEL_2
"ONLINE_REQUEST_UI_TRADE_TAPE_LABEL_LOCAL",ONLINE_REQUEST_UI_TRADE_TAPE_LABEL_LOCAL
"ONLINE_REQUEST_UI_TRADE_TAPE_LABEL_REMOTE",ONLINE_REQUEST_UI_TRADE_TAPE_LABEL_REMOTE
"ONLINE_STATE_CONNECTED",ONLINE_STATE_CONNECTED
"ONLINE_SECTION_CONTROL",ONLINE_SECTION_CONTROL
"ONLINE_BUTTON_LEAVE_SESSION",ONLINE_BUTTON_LEAVE_SESSION
"ONLINE_BUTTON_SHOW_INVITE_CODE",ONLINE_BUTTON_SHOW_INVITE_CODE
"ONLINE_SECTION_PLAYERS",ONLINE_SECTION_PLAYERS
"ONLINE_BUTTON_INVITE_FRIENDS",ONLINE_BUTTON_INVITE_FRIENDS
"ONLINE_STATE_DISCONNECTED",ONLINE_STATE_DISCONNECTED
"ONLINE_BUTTON_DISCONNECT",ONLINE_BUTTON_DISCONNECT
"ONLINE_BUTTON_FRIENDS_PASSIVE",ONLINE_BUTTON_FRIENDS_PASSIVE
"ONLINE_BUTTON_FRIENDS_CREATE",ONLINE_BUTTON_FRIENDS_CREATE
"ONLINE_BUTTON_FRIENDS_JOIN",ONLINE_BUTTON_FRIENDS_JOIN
"ONLINE_BUTTON_LAN_SERVER",ONLINE_BUTTON_LAN_SERVER
"ONLINE_BUTTON_LAN_CLIENT",ONLINE_BUTTON_LAN_CLIENT
"ONLINE_BUTTON_VIEW_FRIENDS",ONLINE_BUTTON_VIEW_FRIENDS
"NEW_GAME_INTRO_QUOTE_1",Now rides this knight through the realm,
into the wilderness of Wirral – few thereabouts
that either God or other with good heart loved.
"NEW_GAME_INTRO_QUOTE_2",Sir Gawain and the Green Knight,
Unknown Author, 14th Century
"UI_CHARACTER_CREATION_INTRO",Who Are You?
"PARTNER_UNLOCKED_TITLE",PARTNER_UNLOCKED_TITLE
"PARTNER_UNLOCKED",PARTNER_UNLOCKED
"UI_QUEST_NEW",New Quest:
"UI_QUEST_LOG_TRACK_BUTTON",Track
"UI_QUEST_NEW_VIEW_LOG",View Quest Log
"UI_QUEST_UPDATE",Quest Updated:
"NOTICEBOARD_TITLE",Ranger Noticeboard
"NOTICEBOARD_LEVEL",Level {level}
"NOTICEBOARD_METER_LABEL",Fused Material to next level: {amount}
"NOTICEBOARD_METER_RATIO",Found: {amount_owned} / {total_required}
"NOTICEBOARD_NEXT_REWARD",Next reward:
"NOTICEBOARD_REWARD_UNKNOWN",???
"NOTICEBOARD_BOARD_CLEARED_TITLE",Board cleared!
"NOTICEBOARD_BOARD_CLEARED_BONUS",NOTICEBOARD_BOARD_CLEARED_BONUS
"NOTICEBOARD_BOARD_CLEARED_TURN_IN",Report to Ianthe to collect your reward!
"NOTICEBOARD_REQUIREMENT_RANGER",NOTICEBOARD_REQUIREMENT_RANGER
"NOTICEBOARD_REMINDER_TITLE",Notice to all rangers:
"NOTICEBOARD_REMINDER_BODY",Don’t forget to question townsfolk for rumours, or you may miss something! Ianthe doesn’t have the time to follow up on every bit of hearsay herself!
"NOTICEBOARD_QUEST_COMPLETED",Completed
"NOTICEBOARD_QUEST_BUTTON_ACCEPT",Accept Quest
"UI_PARTY_TRANSFORM",Transform
"UI_PARTY_CHECK_CHARACTER",Check {name}
"UI_PARTY_CHECK_TAPE",Check Tape
"UI_PARTY_SWAP_TAPE",Swap Tape
"UI_PARTY_PUT_AWAY",Put In Storage
"UI_PARTY_TAPE_COLLECTION",Tape Storage…
"UI_CHARACTER_LEVEL_LONG",Level {0}
"UI_CHARACTER_SIGNATURE_FORM_HEADING",Signature Tape:
"UI_CHARACTER_SIGNATURE_FORM_DESCRIPTION",+10% to all stats when transformed into {species} or its remaster.
"UI_CHARACTER_ABILITIES_HEADING",Abilities:
"UI_PARTY_USE_ITEM",Use Item
"UI_PARTY_APPLY_STICKER",Apply Sticker
"UI_PARTY_PEEL_STICKER",Peel Sticker
"UI_PARTY_MOVE_STICKER",Move Sticker
"UI_PARTY_EDIT_MOVES",Edit Stickers
"UI_PARTY_RENAME_TAPE",Rename
"UI_TAPE_COLLECTION_FAVORITE",Favourite
"UI_PARTY_BESTIARY",View Bestiary Entry
"UI_PARTY_STICKERS",Stickers
"UI_PARTY_BOOTLEG",Bootleg
"UI_QUEST_COMPLETE",Quest Complete!
"UI_QUEST_LOG_CATEGORY_QUESTS",Quests
"UI_QUEST_LOG_CATEGORY_RUMORS",Rumours
"UI_QUEST_LOG_NO_QUESTS",No quests.
"UI_QUEST_LOG_VIEW_BUTTON",View Map
"ROGUE_FUSION_BATTLE_SOLO",ROGUE_FUSION_BATTLE_SOLO
"ROGUE_FUSION_RAID_HACK_BUTTON",ROGUE_FUSION_RAID_HACK_BUTTON
"RANGER_RANK_0",Ranger Trainee
"UI_RANGER_STAMP_CARD_ID",ID: {0}
"UI_RANGER_STAMP_CARD_HUMAN",Homo Sapiens
"UI_RANGER_STAMP_CARD_EARTH",Earth, 21C
"CAPTAIN_WALLACE_SUBTITLE",Construction Worker
"CAPTAIN_SKIP_SUBTITLE",Questionable Treasure Seeker
"CAPTAIN_ZEDD_SUBTITLE",“Meditator”
"CAPTAIN_JUDAS_SUBTITLE",Survivalist
"CAPTAIN_CLEEO_SUBTITLE",Casino Mechanoid
"CAPTAIN_LODESTEIN_SUBTITLE",Electrician
"CAPTAIN_DREADFUL_SUBTITLE",Death Cheater
"CAPTAIN_GLADIOLA_SUBTITLE",Mistress of Blades
"CAPTAIN_HEATHER_SUBTITLE",Weather Reporter
"CAPTAIN_BUFFY_SUBTITLE",Bodybuilder
"CAPTAIN_CYBIL_SUBTITLE",Radio Presenter
"CAPTAIN_CODEY_SUBTITLE",Tape Hacker
"RELATIONSHIP_LEVEL_UP",Relationship Level {level}
"UI_SETTINGS_AUDIO_MUSIC_VOCALS",Music Vocals
"UI_SETTINGS_VALUE_ON",On
"UI_SETTINGS_GRAPHICS_MODE",Graphics Mode
"UI_SETTINGS_GRAPHICS_MODE_0",Performance
"UI_SETTINGS_GLITCH_EFFECTS",Glitch Effects
"UI_SETTINGS_GLITCH_EFFECTS_ENABLED",Enabled
"UI_SETTINGS_AUTOSAVE",Autosave
"UI_SETTINGS_AUTOSAVE_ENABLED",Enabled
"UI_SETTINGS_SHOW_TIMER",Speedrun Timer
"UI_SETTINGS_SHOW_TIMER_ENABLED",Visible
"UI_SETTINGS_QUEST_TRACKER",HUD Quest Tracker
"UI_SETTINGS_QUEST_TRACKER_ENABLED",Enabled
"UI_SETTINGS_STATUS_EFFECT_TUTORIALS",Status Effect Tutorials
"UI_SETTINGS_STATUS_EFFECT_TUTORIALS_0",When New
"UI_SETTINGS_SCREEN_SHAKE",Screen Shake
"UI_SETTINGS_SCREEN_SHAKE_ENABLED",Enabled
"UI_SETTINGS_VIBRATION",Controller Vibration
"UI_SETTINGS_VIBRATION_ENABLED",Enabled
"UI_SETTINGS_AI_SMARTNESS",AI Smartness
"UI_SETTINGS_AI_SMARTNESS_EASIEST",Lowerer
"UI_SETTINGS_LEVEL_SCALING",Level Scaling
"UI_SETTINGS_LEVEL_SCALING_DISABLED",Disabled
"UI_SETTINGS_GRAPHICS_FULLSCREEN",Fullscreen
"UI_SETTINGS_GRAPHICS_FULLSCREEN_OFF",Off
"UI_SETTINGS_GRAPHICS_RESOLUTION",Resolution
"UI_SETTINGS_GRAPHICS_FRAMERATE",Frame Rate
"UI_SETTINGS_GRAPHICS_PRESET",Graphics Preset
"UI_SETTINGS_GRAPHICS_PRESET_0",Low
"UI_SETTINGS_GRAPHICS_ANTIALIASING",Antialiasing
"UI_SETTINGS_GRAPHICS_ANTIALIASING_0",Disabled
"UI_SETTINGS_GRAPHICS_DOF",DOF Blur
"UI_SETTINGS_GRAPHICS_GLOW",Glow
"UI_SETTINGS_GRAPHICS_SHADOW",Overworld Shadows
"UI_SETTINGS_GRAPHICS_WORLD_STREAMING",Overworld Streaming
"UI_SETTINGS_GRAPHICS_WORLD_STREAMING_0",Low CPU Usage
"UI_SETTINGS_KEYBOARD_PROMPT",Press up to 4 keys to assign to this control.
"UI_BUTTON_OK",OK
"UI_SETTINGS_NETWORK_CROSSPLAY",UI_SETTINGS_NETWORK_CROSSPLAY
"UI_SETTINGS_NETWORK_CROSSPLAY_ENABLED",UI_SETTINGS_NETWORK_CROSSPLAY_ENABLED
"UI_SETTINGS_NETWORK_CROSSPLAY_CHANGE_POSTPONED",UI_SETTINGS_NETWORK_CROSSPLAY_CHANGE_POSTPONED
"UI_SETTINGS_GRAPHICS",Graphics
"UI_SETTINGS_KEYBOARD",Keyboard
"UI_SETTINGS_AUDIO",Audio
"UI_SETTINGS_DEFAULTS_BUTTON",Reset to Defaults
"UI_SETTINGS_REBIND_BUTTON",Rebind
"STAT_ADJUST_MENU_REMAINING_POINTS",Remaining Points: {0}
"UI_TAPE_COLLECTION_OFFER_TRADE",UI_TAPE_COLLECTION_OFFER_TRADE
"UI_TAPE_COLLECTION_ADD_TO_PARTY",Add to Party
"UI_TAPE_COLLECTION_PEEL_STICKERS",Peel Stickers
"UI_TAPE_COLLECTION_RECYCLE",Recycle
"UI_TAPE_COLLECTION_CATEGORY_NAME",Storage: By Name
"UI_TAPE_COLLECTION_EMPTY",No tapes.
"POSTBOX_ENTER_CODE",Enter Code
"UI_LOAD_FILE_MP_INVITE_PROMPT",UI_LOAD_FILE_MP_INVITE_PROMPT
"UI_LOAD_FILE_ERASE",Erase
"UI_LOAD_FILE_CUSTOM_GAME",Custom Game
"UI_LOAD_FILE_CONTINUE_GAME",Load Game
"UI_LOAD_FILE_LOADING",Checking...
"UI_LOAD_FILE_EMPTY",Empty File
"UI_LOAD_FILE_INVALID",Corrupt File
"UI_NEW_GAME_MODES_TITLE",Custom Game Mode
"UI_NEW_GAME_MODES_PERMADEATH_TAPES",Tapes Break Permanently
"UI_NEW_GAME_MODES_VALUE_OFF",Off
"UI_NEW_GAME_MODES_PERMADEATH_DEFEAT",Defeat Is Game Over
"UI_NEW_GAME_MODES_RANDOMISE_MONSTERS",Randomise Monsters
"UI_NEW_GAME_MODES_RANDOMISE_TYPES_HINT",If on: each species’ elemental type is randomised, and their move pool is adjusted to match.
"UI_NEW_GAME_MODES_RANDOMISE_TYPES",Randomise Types
"UI_NEW_GAME_MODES_RANDOMISE_STICKERS_HINT",If on: the stickers that tapes unlock upon upgrade – and the moves that monsters have – are randomised.
"UI_NEW_GAME_MODES_RANDOMISE_STICKERS",Randomise Moves
"UI_NEW_GAME_MODES_RANDOM_SEED_HINT",The seed controls randomisation, various spawners, merchant stock, generated quests, etc.
"UI_NEW_GAME_MODES_RANDOM_SEED",Random Seed
"UI_NEW_GAME_MODES_START_BUTTON",Start Game
"TITLE_SCREEN_PRESS_BUTTON",Press {control.ui_accept}
"TITLE_SCREEN_DLC_BTN",View DLC in Store
"TITLE_SCREEN_PLAY_BUTTON",Play
"TITLE_SCREEN_LANGUAGE_BUTTON",Language
"TITLE_SCREEN_CREDITS_BUTTON",Credits
"TUTORIAL_AP1",Pay attention to these orange squares – they are your Action Points, or AP for short.

Most moves require you to spend some AP. The amount of AP a move costs is shown next to its name.

If you don’t have enough AP for a move, you won’t be able to use it this turn.
"TUTORIAL_AP2",Each party member gets 2 AP each turn, and an extra 1 if they land a type-advantaged attack.

You can plan ahead and save up AP for your most powerful attacks by using weaker, low-AP moves.
"TUTORIAL_ARCHANGEL_AP",Unlike other monsters that spend AP to use moves, Archangels accumulate all their AP until it reaches 10.

Once an Archangel reaches 10 AP it unleashes all that power at once in its unique Angelic Attack.

To survive, use your moves strategically to either set up a solid defence in preparation, or defeat the Archangel before it gets enough AP.
"TUTORIAL_BOX_TITLE",TUTORIAL_BOX_TITLE
"TUTORIAL_DEMO1",TUTORIAL_DEMO1
"TUTORIAL_DEMO2",TUTORIAL_DEMO2
"TUTORIAL_DEMO_STORE_BTN",View in Store
"TUTORIAL_FUSION1",TUTORIAL_FUSION1
"TUTORIAL_FUSION2",As a fusion, you gain 4 AP each turn instead of 2, allowing you to make use of your more powerful moves sooner.

You also have access to all the moves of both tapes combined, and your stats are added together.
"TUTORIAL_RECORDING1",Whether a recording succeeds or not is down to chance. However, several factors affect the probability of success:

- How much health the monster has,
- Its level and rarity,
- How much damage you dealt it while recording,
- And how much damage the person recording it took.
"TUTORIAL_RECORDING2",Buffing your attacks—or debuffing the target’s defences—can be an effective way to increase the damage you deal the target, and improve the odds in your favour.

As long as a monster is being recorded, it cannot flee or be defeated, so you don’t need to worry about knocking it out!
"TUTORIAL_RELATIONSHIPS",Building relationships with your friends is really important. The strength of your relationship directly affects how strong you are when fused together!

You can get closer to someone by completing their quests, and by battling alongside them. When the time is right, you can take a break at a campfire, or in the cafe, to level up your relationship.
"TUTORIAL_REMASTER",Certain tapes can be ‘remastered’ when they reach 5 stars.

Remastering a tape evolves it into a more powerful form. Its stats will grow, and it’ll learn new moves.

Some monster forms can only be obtained through remastering, and in some cases, the remastered tape can be different depending on various conditions.

Remaster tapes whenever you can!
"TUTORIAL_ROGUE_FUSIONS1",This monster is what the Rangers call a “Rogue Fusion”. Sometimes they hide inside chests found in underground caves.

Battling Rogue Fusions can be a great way to earn valuable items, and experience points, as well as find certain rare monsters. But note that they’re always a lot more dangerous than other monsters in the area!
